"","X1","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94","female","w"
"15051",262545,545650301480507,"October","WI",2424.362,1538.46,50,44,1,NA,38,2,1,3,11,"Native, Born In US",3,"Elementary and secondary schools (6111)",230,"Government - Local","No","No","Employed-At Work",TRUE,30.7692
"15052",262546,545650301480507,"October","WI",2658.2867,2884.61,70,45,1,NA,38,1,1,3,11,"Native, Born In US",3,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,41.2087142857143
"15053",262550,550330542991005,"October","WI",2661.7843,1980.76,45,46,1,NA,53,2,5,0,0,"Native, Born In US",3,"Administration of human resource programs (923)",230,"Government - State","No","No","Employed-At Work",TRUE,44.0168888888889
"15054",262554,559090977200945,"October","WI",1558.8731,1923.07,55,44,1,NA,30,2,7,0,0,"Native, Born In US",3,"Hospitals (622)",3110,"Private, Nonprofit","No","No","Employed-At Work",TRUE,34.9649090909091
"15055",262577,710004675904205,"October","WI",2564.2783,2230,40,44,1,NA,39,1,1,0,0,"Foreign Born, Not a US Citizen",3,"Hospitals (622)",2200,"Private, Nonprofit","No","No","Employed-At Work",FALSE,55.75
"15056",262585,755644024909770,"October","WI",1295.1194,1019.23,40,46,4,NA,41,2,1,1,3,"Foreign Born, Not a US Citizen",3,"Hospitals (622)",1760,"Private, Nonprofit","No","No","Employed-At Work",TRUE,25.48075
"15057",262586,755644024909770,"October","WI",1510.7437,836,38,44,4,NA,44,1,1,1,3,"Foreign Born, Not a US Citizen",3,"Colleges and universities, including junior colleges (6112, 6113)",1965,"Private, Nonprofit","No","No","Employed-At Work",FALSE,22
"15058",262591,835199940999509,"October","WI",1779.7167,673,70,44,1,NA,49,2,1,1,4,"Native, Born In US",3,"****Department stores and discount stores (s45211)",110,"Private, For Profit","No","No","Employed-At Work",TRUE,9.61428571428571
"15059",262635,135640940791502,"October","WI",2000.024,1826.92,40,44,1,NA,50,1,1,2,4,"Native, Born In US",3,"Offices of other health practitioners (6213 exc. 62131, 62132)",3535,"Private, For Profit","No","No","Employed-At Work",FALSE,45.673
"15060",262642,174095162540930,"October","WI",1656.5519,1400,40,46,1,NA,30,2,1,2,5,"Native, Born In US",3,"Outpatient care centers (6214)",3160,"Private, Nonprofit","No","Yes","Employed-At Work",TRUE,35
"15061",262709,595958804059599,"October","WI",1526.5845,2884.61,55,45,4,NA,53,1,1,0,0,"Foreign Born, US Cit By Naturalization",3,"Hospitals (622)",3060,"Private, For Profit","No","No","Employed-At Work",FALSE,52.4474545454545
"15062",262754,1055365500631,"October","WI",2826.1159,811,40,44,1,NA,35,2,5,1,3,"Native, Born In US",3,"Child day care services (6244)",2000,"Private, Nonprofit","No","No","Employed-At Work",TRUE,20.275
"15063",262781,149295050069600,"October","WI",2771.3269,1538.46,40,44,1,NA,58,2,5,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","No","Yes","Employed-At Work",TRUE,38.4615
"15064",262814,450507966723495,"October","WI",1865.5696,923.07,35,44,1,NA,62,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",TRUE,26.3734285714286
"15065",262829,491352000950200,"October","WI",3383.8591,1750,50,46,1,NA,47,1,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",1760,"Government - State","No","No","Employed-At Work",FALSE,35
"15066",262830,491352000950200,"October","WI",3135.903,1346.15,50,46,1,NA,47,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit","No","No","Employed-At Work",TRUE,26.923
"15067",262859,555578004909677,"October","WI",1992.5534,1230.76,50,44,1,NA,46,1,1,2,3,"Native, Born In US",3,"Elementary and secondary schools (6111)",2310,"Government - Local","No","Yes","Employed-At Work",FALSE,24.6152
"15068",262861,566988706082519,"October","WI",1916.6033,695.2,40,44,1,NA,54,2,1,0,0,"Native, Born In US",3,"Justice, public order, and safety activities (922, pt. 92115)",2000,"Government - State","No","No","Employed-At Work",TRUE,17.38
"15069",262933,3175460010001,"October","WY",374.2882,708,40,44,4,NA,31,1,1,1,2,"Foreign Born, US Cit By Naturalization",8,"Support activities for mining (213)",1410,"Private, For Profit","No","No","Employed-At Work",FALSE,17.7
"15070",262951,41045460015803,"October","WY",273.8887,1317.3,40,44,1,NA,54,2,1,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,32.9325
"15071",262952,41045460015803,"October","WY",320.4149,1336.53,40,44,1,NA,59,1,1,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",FALSE,33.41325
"15072",263046,450609915983193,"October","WY",263.7033,1555.55,40,44,1,NA,46,2,5,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",TRUE,38.88875
"15073",263059,502080510097657,"October","WY",141.0332,807.69,50,44,1,NA,47,2,1,0,0,"Native, Born In US",8,"Outpatient care centers (6214)",2000,"Government - Local","No","No","Employed-At Work",TRUE,16.1538
"15074",263079,562914906037629,"October","WY",348.5538,1134.61,50,44,1,NA,36,2,1,1,2,"Native, Born In US",8,"Elementary and secondary schools (6111)",2000,"Government - Local","Yes",NA,"Employed-At Work",TRUE,22.6922
"15075",263135,671364002450010,"October","WY",332.2887,1979.16,50,46,1,NA,43,1,1,2,8,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",FALSE,39.5832
"15076",263140,694180165020645,"October","WY",374.5297,1592.3,60,44,1,NA,43,1,1,2,10,"Native, Born In US",8,"Elementary and secondary schools (6111)",230,"Government - Local","No","No","Employed-At Work",FALSE,26.5383333333333
"15077",263142,699390133280685,"October","WY",305.6393,1173,60,46,1,NA,49,1,1,1,4,"Native, Born In US",8,"Hospitals (622)",3255,"Private, For Profit","No","No","Employed-At Work",FALSE,19.55
"15078",263150,765547100007405,"October","WY",284.2772,1134.61,40,44,1,NA,59,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",FALSE,28.36525
"15079",263151,765547100007405,"October","WY",238.9636,1230.76,40,44,1,NA,59,2,1,0,0,"Native, Born In US",8,"Elementary and secondary schools (6111)",2320,"Government - Local","No","No","Employed-At Work",TRUE,30.769
"15080",263206,65751190007503,"October","WY",291.7765,2884.61,60,44,1,NA,59,1,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",430,"Government - Local","No","No","Employed-At Work",FALSE,48.0768333333333
"15081",263215,102506390610751,"October","WY",304.5566,894,40,44,1,NA,34,2,1,1,1,"Native, Born In US",8,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit","No","No","Employed-At Work",TRUE,22.35
"15082",263238,503070910015657,"October","WY",291.7765,1923.07,50,44,1,NA,59,1,1,0,0,"Native, Born In US",8,"Hospitals (622)",430,"Government - Federal","Yes",NA,"Employed-At Work",FALSE,38.4614
"15083",263307,110161491109,"November","AL",2123.8627,1442.3,40,46,4,NA,44,1,1,2,6,"Foreign Born, Not a US Citizen",6,"Agricultural chemical manufacturing (3253)",735,"Private, For Profit","No","No","Employed-At Work",FALSE,36.0575
"15084",263319,45041854000341,"November","AL",1662.7181,2884.61,40,46,2,NA,42,2,6,3,10,"Native, Born In US",6,"Elementary and secondary schools (6111)",2320,"Government - Local","No","No","Employed-At Work",TRUE,72.11525
"15085",263348,441813005400540,"November","AL",1533.4055,2211.53,40,44,1,NA,59,2,1,0,0,"Native, Born In US",6,"Outpatient care centers (6214)",10,"Private, For Profit","No","No","Employed-At Work",TRUE,55.28825
"15086",263358,609009111110014,"November","AL",1596.9828,1307,50,44,1,NA,52,2,7,0,0,"Native, Born In US",6,"Wired telecommunications carriers (*5171)",4710,"Private, For Profit","No","No","Employed-At Work",TRUE,26.14
"15087",263361,841550301440004,"November","AL",2330.1214,903.84,40,46,4,NA,38,1,1,1,2,"Foreign Born, Not a US Citizen",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","No","No","Employed-At Work",FALSE,22.596
"15088",263371,954081922059020,"November","AL",3776.2187,1250,50,44,1,NA,25,1,7,0,0,"Native, Born Abroad Of US Parent(s)",6,"** Construction (23)",150,"Private, For Profit","No","No","Employed-At Work",FALSE,25
"15089",263381,110128055708,"November","AL",1811.6979,660,40,44,1,NA,43,1,1,2,3,"Native, Born In US",6,"Industrial and miscellaneous chemicals (3251, 3259)",20,"Private, For Profit","No","No","Employed-At Work",FALSE,16.5
"15090",263391,1051965001631,"November","AL",1809.4978,1442,60,45,1,NA,33,1,1,2,2,"Native, Born In US",6,"Legal services (5411)",2100,"Private, For Profit","No","No","Employed-At Work",FALSE,24.0333333333333
"15091",263392,5160614093153,"November","AL",1809.4978,948.61,40,44,1,NA,34,1,1,3,11,"Native, Born In US",6,"Elementary and secondary schools (6111)",2320,"Government - Local","Yes",NA,"Employed-At Work",FALSE,23.71525
"15092",263393,5160614093153,"November","AL",1803.752,948.61,40,44,1,NA,35,2,1,3,11,"Native, Born In US",6,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,23.71525
"15093",263397,14031266001011,"November","AL",1506.7474,1120,35,45,1,NA,58,1,1,0,0,"Native, Born In US",6,"Offices of dentists (6212)",3010,"Private, For Profit","No","No","Employed-At Work",FALSE,32
"15094",263442,191160530561000,"November","AL",1729.2114,1979,70,44,1,NA,38,1,1,1,1,"Native, Born Abroad Of US Parent(s)",6,"Architectural, engineering, and related services (5413)",1300,"Private, For Profit","No","No","Employed-At Work",FALSE,28.2714285714286
"15095",263453,211641001130006,"November","AL",1458.4606,2096,40,46,1,NA,52,1,1,0,0,"Native, Born In US",6,"Justice, public order, and safety activities (922, pt. 92115)",2100,"Government - Local","No","No","Employed-At Work",FALSE,52.4
"15096",263467,391819009900190,"November","AL",1568.6971,1938,40,44,1,NA,55,1,1,0,0,"Native, Born In US",6,"Hospitals (622)",350,"Government - Federal","No","No","Employed-At Work",FALSE,48.45
"15097",263492,705905870895781,"November","AL",3250.36,2884.61,40,44,2,NA,49,2,1,0,0,"Native, Born In US",6,"Elementary and secondary schools (6111)",2310,"Government - State","No","No","Employed-At Work",TRUE,72.11525
"15098",263507,757098789100855,"November","AL",3205.343,932.69,40,44,1,NA,37,2,7,0,0,"Native, Born In US",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit","No","Yes","Employed-At Work",TRUE,23.31725
"15099",263518,831190901990009,"November","AL",1893.4754,600,20,44,1,NA,34,2,1,0,0,"Native, Born In US",6,"Electric power generation, transmission and distribution (Pt. 2211)",1530,"Government - Federal","No","No","Employed-At Work",TRUE,30
"15100",263522,871715000100892,"November","AL",1537.739,1211.53,40,44,1,NA,50,2,1,0,0,"Native, Born In US",6,"Outpatient care centers (6214)",3620,"Private, For Profit","No","No","Employed-At Work",TRUE,30.28825
"15101",263544,110153648714,"November","AL",1511.7202,1884,40,45,2,NA,42,1,1,3,10,"Native, Born In US",6,"Elementary and secondary schools (6111)",230,"Government - State","No","No","Employed-At Work",FALSE,47.1
"15102",263545,110153648714,"November","AL",1967.9529,1000,40,45,2,NA,42,2,1,3,10,"Native, Born In US",6,"Elementary and secondary schools (6111)",2000,"Government - State","No","No","Employed-At Work",TRUE,25
"15103",263557,3140518074161,"November","AL",1745.7163,1,40,44,1,NA,40,1,1,2,8,"Native, Born In US",6,"Insurance carriers and related activities (524)",4810,"Private, For Profit","No","No","Employed-At Work",FALSE,0.025
"15104",263558,3140518074161,"November","AL",1738.0598,965.76,40,44,1,NA,37,2,1,2,8,"Native, Born In US",6,"Elementary and secondary schools (6111)",2310,"Government - Local","Yes",NA,"Employed-At Work",TRUE,24.144
"15105",263637,160520493801000,"November","AL",1483.5492,1000,42,44,1,NA,59,2,1,0,0,"Native, Born In US",6,"Elementary and secondary schools (6111)",2300,"Government - Local","Yes",NA,"Employed-At Work",TRUE,23.8095238095238
"15106",263658,310007190013631,"November","AL",1483.5492,348,29,44,1,NA,55,2,1,0,0,"Native, Born In US",6,"Religious organizations (8131)",5700,"Private, Nonprofit","No","No","Employed-At Work",TRUE,12
"15107",263659,310007190013631,"November","AL",1451.8721,1050,40,44,1,NA,57,1,1,0,0,"Native, Born In US",6,"** Construction (23)",800,"Private, For Profit","No","No","Employed-At Work",FALSE,26.25
"15108",263687,621510001090009,"November","AL",2047.2111,671,40,44,2,NA,29,2,7,0,0,"Native, Born In US",6,"Elementary and secondary schools (6111)",2310,"Government - State","No","No","Employed-At Work",TRUE,16.775
"15109",263731,110174197414,"November","AL",1947.737,1250,40,44,2,NA,35,2,1,1,3,"Native, Born In US",6,"Outpatient care centers (6214)",3258,"Private, For Profit","No","No","Employed-At Work",TRUE,31.25
"15110",263742,4190717044111,"November","AL",1535.068,981,40,44,1,NA,55,2,5,0,0,"Native, Born In US",6,"Colleges and universities, including junior colleges (6112, 6113)",2825,"Government - State","No","No","Employed-At Work",TRUE,24.525
"15111",263761,119330010038208,"November","AL",1505.2949,1753.84,40,44,1,NA,63,1,1,1,4,"Native, Born In US",6,"Colleges and universities, including junior colleges (6112, 6113)",150,"Government - State","No","No","Employed-At Work",FALSE,43.846
"15112",263787,707005750110712,"November","AL",1492.99,1538.46,40,46,1,NA,60,1,1,1,4,"Native, Born In US",6,"Elementary and secondary schools (6111)",230,"Private, Nonprofit","No","No","Employed-At Work",FALSE,38.4615
"15113",263815,20924170803309,"November","AK",381.8816,2884.61,65,44,1,NA,60,1,1,0,0,"Native, Born Abroad Of US Parent(s)",9,"Colleges and universities, including junior colleges (6112, 6113)",230,"Private, For Profit","No","No","Employed-At Work",FALSE,44.3786153846154
"15114",263820,104540020014653,"November","AK",371.3644,923.07,80,44,1,NA,57,1,1,0,0,"Native, Born In US",9,"Water transportation (483)",9310,"Government - State","Yes",NA,"Employed-At Work",FALSE,11.538375
"15115",263846,641120003400455,"November","AK",393.1171,901.96,40,46,1,NA,31,2,7,0,0,"Native, Born In US",9,"Legal services (5411)",2100,"Private, Nonprofit","No","No","Employed-At Work",TRUE,22.549
"15116",263857,720822190705405,"November","AK",401.622,1250,50,44,1,NA,26,2,7,0,0,"Native, Born In US",9,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",5120,"Private, For Profit","No","No","Employed-At Work",TRUE,25
"15117",263913,210054174891,"November","AK",381.5967,1384.61,40,44,1,NA,40,2,1,0,0,"Native, Born In US",9,"Elementary and secondary schools (6111)",2310,"Government - Local","No","Yes","Employed-At Work",TRUE,34.61525
"15118",263920,210107829503,"November","AK",371.9272,923.07,40,46,1,NA,58,1,1,2,3,"Native, Born In US",9,"Fishing, hunting, and trapping (114)",1610,"Private, For Profit","No","No","Employed-At Work",FALSE,23.07675
"15119",263922,210129779917,"November","AK",389.5661,1923.07,40,44,1,NA,64,1,1,0,0,"Native, Born In US",9,"Administration of environmental quality and housing programs (924, 925)",1430,"Government - Federal","No","No","Employed-At Work",FALSE,48.07675
"15120",263944,20230110004003,"November","AK",407.5284,1384.61,40,44,1,1,46,1,1,0,0,"Native, Born In US",9,"** Construction (23)",6320,"Government - State","Yes",NA,"Employed-At Work",FALSE,34.61525
"15121",263982,701005560210230,"November","AK",515.1999,1576.92,60,44,1,NA,35,1,5,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","Yes",NA,"Employed-At Work",FALSE,26.282
"15122",264022,52730520779297,"November","AK",266.5482,1846.15,40,46,1,NA,50,2,2,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Government - State","Yes",NA,"Employed-At Work",TRUE,46.15375
"15123",264054,279150552100950,"November","AK",436.8306,1400,40,44,1,NA,31,1,1,2,3,"Native, Born In US",9,"Architectural, engineering, and related services (5413)",1360,"Private, For Profit","No","No","Employed-At Work",FALSE,35
"15124",264056,279950284720950,"November","AK",357.1517,660,40,44,4,NA,45,1,1,2,10,"Foreign Born, Not a US Citizen",9,"Support activities for mining (213)",430,"Private, For Profit","No","No","Employed-At Work",FALSE,16.5
"15125",264073,500201036359619,"November","AK",266.8746,1750,40,44,1,NA,55,2,5,0,0,"Native, Born In US",9,"Administration of human resource programs (923)",1650,"Government - Federal","No","No","Employed-At Work",TRUE,43.75
